blog_link,blog_title,date,topic,label,claim,fact_check,publisher_names,publisher_links,reference_names,references,claim_name_entity,claim_organisation_entity,claim_location_entity,claim_misc_entity,fact_check_name_entity,fact_check_organisation_entity,fact_check_location_entity,fact_check_misc_entity
https://misbar.com/factcheck/2022/05/26/الصورة-مفبركة-وليست-للقاء-جمع-الدبيبة-بحفتر-في-الإمارات,الصورة مفبركة وليست للقاء جمع الدبيبة بحفتر في الإمارات,26 مايو 2022,سياسة,زائف,,,,"https://www.facebook.com/105453174944528/posts/379171134239396
https://facebook.com/shsamaada
https://www.facebook.com/100078137827931/posts/137982715482989
https://facebook.com/100075267936360",,"https://www.wam.ae/ar/details/1395303049637
https://www.youtube.com/watch?v=5w3ZhIAMjtM&t=19s&ab_channel=EmiratesNewsAgency-%D9%88%D9%83%D8%A7%D9%84%D8%A9%D8%A3%D9%86%D8%A8%D8%A7%D8%A1%D8%A7%D9%84%D8%A5%D9%85%D8%A7%D8%B1%D8%A7%D8%AA
https://www.dw.com/ar/%D9%84%D9%8A%D8%A8%D9%8A%D8%A7-%D8%AD%D9%83%D9%88%D9%85%D8%A9-%D8%A8%D8%A7%D8%B4%D8%A7%D8%BA%D8%A7-%D8%AA%D8%A4%D8%AF%D9%8A-%D8%A7%D9%84%D9%8A%D9%85%D9%8A%D9%86-%D9%88%D8%B3%D8%B7-%D8%AA%D8%B5%D8%A7%D8%B9%D8%AF-%D8%A7%D9%84%D8%AA%D9%88%D8%AA%D8%B1-%D9%85%D8%B9-%D8%A7%D9%84%D8%AF%D8%A8%D9%8A%D8%A8%D8%A9/a-61005918
https://www.libyaakhbar.com/libya-news/1864638.html
https://www.alaraby.co.uk/politics/%D9%84%D9%8A%D8%A8%D9%8A%D8%A7-%D8%AD%D9%83%D9%88%D9%85%D8%A9-%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9-%D9%84%D9%83%D8%B3%D8%B1-%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%B9%D8%B5%D8%A7%D8%A1-%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B3%D9%8A%D8%9F","حفتر
عبد الحميد دبيبة
خليفة حفتر
خليفة بن زايد آل نهيان",فيسبوك,"ليبيا
الإمارات",,"عبد الحميد الدبيبة
وحفتر
محمد بن زايد آل نهيان
باشاغا
الدبيبة
خليفة بن زايد آل نهيان
وعبد الحميد الدبيبة
لحفتر
فتحي باشاغا
فتحي المريمي
حفتر",وام,"طبرق
طرابلس
الإمارات
ليبيا
أبو ظبي",
https://misbar.com/factcheck/2022/01/06/الفيديو-قديم-ومركب-وليس-لأموال-حاول-نوري-المالكي-تهريبها-عبر-الإمارات-إل-إيران,الفيديو مركب وليس لأموال حاول نوري المالكي تهريبها عبر الإمارات مؤخرًا,6 يناير 2022,أخبار,مضلل,,,,"https://twitter.com/Ghosn_Fadi1/status/1478816504263106568
https://twitter.com/Sam89kx/status/1478973397447151616
https://twitter.com/smasmakuwait/status/1478831245970882560
https://www.facebook.com/100006670873676/videos/992857524655678/
https://www.facebook.com/100023587033542/posts/1124972371632320
https://www.facebook.com/1628234513/posts/10224510941954230
https://www.facebook.com/100012215400026/videos/613938729722350/
https://www.facebook.com/suwar.bajalan/videos/4602055153206406",,"https://www.emaratalyoum.com/local-section/accidents/2019-09-11-1.1250578?ot=ot.AMPPageLayout
https://www.facebook.com/dubaipolicehq/posts/2611749948883455
https://manhom.com/%D8%B4%D8%AE%D8%B5%D9%8A%D8%A7%D8%AA/%d9%86%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%85%d8%a7%d9%84%d9%83%d9%8a/
https://arabic.cnn.com/middle-east/article/2019/09/12/dubai-police-us-dollars-fraud
https://twitter.com/hushamhamad/status/1171557795457581056?lang=ar
https://www.aa.com.tr/ar/%D8%A7%D9%84%D8%AF%D9%88%D9%84-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82-%D9%8A%D8%AD%D9%82%D9%82-%D8%A8%D8%AA%D9%87%D8%B1%D9%8A%D8%A8-%D9%85%D9%84%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D8%AF%D9%88%D9%84%D8%A7%D8%B1%D8%A7%D8%AA-%D8%A8%D9%81%D8%AA%D8%B1%D8%A9-%D8%AD%D9%83%D9%85-%D8%A7%D9%84%D9%85%D8%A7%D9%84%D9%83%D9%8A/469404",نوري المالكي,"وفيسبوك
تويتر","دبي
إيران",,"للمالكي
هشام الركابي
نوري المالكي
المالكي
عيسى القاسم
لقيس","البنك
تويتر","المملكة المغربية
المغرب العربي
دبي
الإمارات
إيران
الشرق الأوسط
أبو ظبي",
https://misbar.com/factcheck/2024/06/20/الصورة-لمناورات-إيرانية-وليست-من-تدريبات-للحوثيين-في-البحر-الأحمر,الصورة لمناورات إيرانية وليست من تدريبات للحوثيين في البحر الأحمر,20 يونيو 2024,أخبار,مضلل,,,,"https://www.facebook.com/61554135746280/posts/pfbid02WZDACpvtasX8BMvWgC4hDNQHDaVCWafBRt5rmjBiMv6oKAsbqz7W6pKBymNMvuqLl
https://x.com/abwkyan12199435/status/1803162271205695648
https://x.com/Mohamme97589880/status/1803161197807624385
https://x.com/Putin__Yem/status/1803170784732426263",,"https://www.tasnimnews.com/en/news/2021/01/19/2435902/iranian-army-troops-practice-combination-attack-in-amphibious-drill
https://www.thesun.ie/news/8011633/iran-ready-nuclear-weapon-weeks-america-war-tehran/
https://x.com/MMY1444/status/1803512224113127912
https://www.aljazeera.net/news/2024/6/19/%D8%B9%D8%A7%D8%AC%D9%84-%D8%A7%D9%84%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9-%D8%AA%D8%A8%D8%AB-%D9%85%D8%B4%D8%A7%D9%87%D8%AF-%D8%AD%D8%B5%D9%84%D8%AA-%D8%B9%D9%84%D9%8A%D9%87%D8%A7-2
https://www.alaraby.co.uk/politics/%D8%AC%D9%85%D8%A7%D8%B9%D8%A9-%D8%A7%D9%84%D8%AD%D9%88%D8%AB%D9%8A%D9%8A%D9%86-%D8%AA%D8%A8%D8%AB-%D9%85%D8%B4%D8%A7%D9%87%D8%AF-%D9%84%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81-%D8%B3%D9%81%D9%8A%D9%86%D8%A9-%D8%A8%D8%B2%D9%88%D8%B1%D9%82%D9%8A%D9%86-%D9%85%D8%B3%D9%8A%D8%B1%D9%8A%D9%86-%D9%88%D8%A5%D8%BA%D8%B1%D8%A7%D9%82%D9%87%D8%A7",,الحوثي,"اليمن
البحر الأحمر",,,"الحوثي
للحرس الثوري
يو كاي إم تي أو
الحرس الثوري","غزة
فلسطين
البحر الأبيض المتوسط
إيران
ليبيريا
مكران
البحر الأحمر","توتور
إقتدار
توتورونشرت"
https://misbar.com/factcheck/2022/09/24/فيديو-انقلاب-مركب-الهجرة-قديم-وليس-للحظة-غرق-مركب-قبالة-سواحل-طرطوس-حديثا,الفيديو يعود لعام 2016 وليس لغرق مركب قبالة سواحل طرطوس حديثًا,24 سبتمبر 2022,أخبار,مضلل,,,,"https://www.facebook.com/sy.industrynews/videos/493298435655762/
https://www.facebook.com/sy.consumernews/videos/1512386195873924/
https://www.facebook.com/100028269233452/posts/pfbid0zeGZw3Vvy55Are7YJbWgu6WeE24Y2iGoZQj8JbwJCUJyL2T7AEs96CmVQinHtpYNl
https://www.facebook.com/syrian.economic.news/videos/414879560774819/
https://www.facebook.com/Best.offers.in.Syria/videos/598362878626078/
https://www.facebook.com/100036199086872/posts/pfbid0366yebZLBohRTWC6EHRN4wyg21yF797CfWuod6QDRg765pqc3jzFRhCJQGuXKoSYQl
https://www.facebook.com/100003593935856/videos/1774969069562274/",,"https://www.youtube.com/watch?v=UyXOqIfGkh8
https://www.youtube.com/watch?v=pAZZtWT56io&t=4s
https://www.youtube.com/watch?v=Tqgpf9fPs5s
https://www.reuters.com/news/picture/dramatic-rescue-at-sea-idUSRTSFVLZ
https://twitter.com/ItalianNavy/status/736440407198998529?t=ObETW73Ml37nXUGdiVim3Q&s=35
https://www.reuters.com/article/us-europe-migrants-bodies-idUSKCN0YI2E5
https://www.sana.sy/?p=1747580",,فيسبوك,طرطوس,,,"يوتيوب
سانا
رويترز
تويتر","ليبيا
طرطوسويأتي
دمشق
طرطوس",
https://misbar.com/factcheck/2021/09/09/الصورة-قديمة-وليست-لطائرة-مسيرة-أسقطتها-طالبان-في-أفغانستان-حديثا,الصورة قديمة وليست لطائرة مسيرة أسقطتها طالبان في أفغانستان حديثًا,9 سبتمبر 2021,أخبار,مضلل,,,,"https://raqamnews.com/post/43760?fbclid=IwAR2N6wcpBYRyCSuMr63REV080m4CIvND2eNHfGe44tXC_KNclaGyeNLw8WU
https://www.facebook.com/aldin.shraf/posts/150410367254331
https://www.facebook.com/100005862103812/posts/1845899108948808
https://twitter.com/lion_lion990/status/1434603198136913922
https://twitter.com/ASDASD98601590/status/1434589878851936257
https://twitter.com/oussama6570/status/1434610160643739648",,"https://twitter.com/AlarabyTV/status/1135357934848921604
https://twitter.com/libyaalahrartv/status/1185530116576808960
https://www.bbc.com/arabic/world-58458629",أحمد شاه مسعود,"وتويتر
فيسبوك
طالبان",أفغانستان,,"خليفة حفتر
لأحمد شاه مسعود",طالبان,"أفغانستان
كابول
بنجشير",
https://misbar.com/factcheck/2022/08/31/الصورة-ليست-من-وعكة-صحية-تعرض-لها-محمد-المدني-الشويرف-مؤخرا,الصورة ليست لمحمد المدني الشويرف وهو يعاني من أزمة صحية مؤخرًا,31 أغسطس 2022,أخبار,مضلل,,,,"https://www.facebook.com/NessBookcom/posts/pfbid02Uaw8GLwGwiph5dpHEp3dE34p3P4zgUN4RWnJi5R7dhSjdrNX8QituWwPDB5csXGTl
https://www.facebook.com/nasrmhmedali.nasr/posts/pfbid02gzC6rMG52RF7adMUMezZ8XWJoMqRcRczgwvJKRY5FEncBjc5j7oiMRztcaWSyMTNl
https://www.facebook.com/aleuion.wadi.alshati/posts/pfbid02JPZWNu3fpoHd2jdTWNiGi8gDjFVWzPVMfN7y4tAY5gXbTQ5ooFBapbTCXCJHDxSBl
https://www.facebook.com/asalhimohe/posts/pfbid02cm1q28Evztm3uzJTKjHjSnqnU7cm5mFg7zgKFfXF5uLwnBWZ9PXcYFbDCKq43kGrl
https://www.facebook.com/mluwnut/posts/pfbid0winS26EsfGBfNEffunXvgyukK2qvwhDtZT74agRFPHW49ZQJt88bknNNbLJHZoQl
https://www.facebook.com/Wanasa.Libeya/photos/a.1709161995843729/5630444270382129/?type=3",,"https://mobile.twitter.com/wady_dynar/status/1505883187284779012
https://www.facebook.com/ashwirf/posts/pfbid09qK2PCRvk4VpgGDyiZzpAj4H7V7bpiAeikwJfYhGjz37sU2mkWGtXkwNHzcR2PBtl
https://akhbarlibya24.net/2015/08/09/%D9%88%D8%B5%D9%88%D9%84-%D9%85%D9%81%D8%AA%D9%8A-%D9%84%D9%8A%D8%A8%D9%8A%D8%A7-%D8%A7%D9%84%D8%B3%D8%A7%D8%A8%D9%82-%D8%A5%D9%84%D9%89-%D9%85%D9%86%D8%B2%D9%84%D9%87-%D8%A8%D8%B9%D8%AF-%D8%A7%D8%B7
https://archive2.libya-al-mostakbal.org/news/clicked/76980
https://www.facebook.com/ashwirf.ashwirf/posts/pfbid02GTjKpbqZ1c8fNPGamuFVbCyhkMPfmxs44odgEYVdrHMXuUV89uZRwqfTT4ctYqJ8l
https://www.libyanstand.com/defaultnews/2020-11-30/13399",محمد المدني الشويرف,فيسبوك,,,"القذافي
عبد الحميد الشويرف
لمعمر
الشويرف
الشويرفونشر
عبد الهادي الشويرف
محمد المدني الشويرف",فيسبوك,ليبيا,"الله
لله"
https://misbar.com/factcheck/2021/09/18/الصور-لشابة-تونسية-وليست-لأصغر-طيارة-ليبية,الصور لشابة تونسية وليست لأصغر طيارة ليبية,18 سبتمبر 2021,سفر,مضلل,,,,"https://www.facebook.com/kherbashaat/posts/170431291236907
https://www.facebook.com/www.libya.lt/posts/3372619582758371/
https://www.facebook.com/12Rayani.fashion/posts/3488182004566260
https://www.facebook.com/Sada.Benghazi/posts/1683810905109541
https://www.facebook.com/Bandety.Alliby/posts/146926403861705",,"https://www.facebook.com/nesrinejaouad
https://www.facebook.com/1civilaviation/photos/a.426968417400601/2755331607897592",نسرين المجبري,فيسبوك,تونس,,"الجوادي
نسرين الجوادي",,,
https://misbar.com/factcheck/2022/05/18/صورة-محاولة-اغتيال-فتحي-باشاغا-في-طرابلس-قديمة,صورة محاولة اغتيال فتحي باشاغا في طرابلس قديمة,18 مايو 2022,أخبار,مضلل,,,,"https://www.facebook.com/6560war.libya/posts/1605458433166149
https://www.facebook.com/100027881444135/posts/1031968897742482
https://www.facebook.com/100410452640046/posts/125802530100838
https://www.facebook.com/libya8787libya/posts/169024082152792
https://www.facebook.com/groups/306274736514696/posts/1422667574875401/",,"https://twitter.com/Lyobserver/status/1363494383249686530?s=20&t=oshedRpnmKH17CZTtLY4ow
https://www.france24.com/ar/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D9%85%D8%BA%D8%A7%D8%B1%D8%A8%D9%8A%D8%A9/20210221-%D9%84%D9%8A%D8%A8%D9%8A%D8%A7-%D9%86%D8%AC%D8%A7%D8%A9-%D9%88%D8%B2%D9%8A%D8%B1-%D8%A7%D9%84%D8%AF%D8%A7%D8%AE%D9%84%D9%8A%D8%A9-%D9%81%D9%8A-%D8%AD%D9%83%D9%88%D9%85%D8%A9-%D8%A7%D9%84%D9%88%D9%81%D8%A7%D9%82-%D9%81%D8%AA%D8%AD%D9%8A-%D8%A8%D8%A7%D8%B4%D8%A7%D8%BA%D8%A7-%D9%85%D9%86-%D9%85%D8%AD%D8%A7%D9%88%D9%84%D8%A9-%D8%A7%D8%BA%D8%AA%D9%8A%D8%A7%D9%84
https://www.reuters.com/article/us-libya-security-idUSKBN2AL0ES
https://twitter.com/fathi_bashagha/status/1526532614424875008?s=20&t=S5yKM-bEMYW8DES1swwilA
https://www.bbc.com/arabic/middleeast-61484342",فتحي باشاغا,فيسبوك,"ليبيا
طرابلس",,"باشاغا
عبد الحميد الدبيبة
خليفة حفتر
فتحي باشاغا
فتحي باشاغاوفي",,"جنزور
طرابلسجاء
طرابلس",
https://misbar.com/factcheck/2021/06/02/لا-صحة-لخبر-رفض-تبون-مقابلة-الغنوشي-شريطة-تفويض-من-سعيد,لا صحة لخبر رفض تبون مقابلة الغنوشي شريطة تفويض من سعيد,2 يونيو 2021,سياسة,زائف,,,,"https://www.facebook.com/Anssarkais/posts/308367604221425
https://www.facebook.com/newsplus.tn/photos/a.339708576490383/1246560439138521/
https://www.facebook.com/voixdesdeuxrives/posts/2065610723580576
https://www.facebook.com/sound.revolution.tn/posts/4577478912334183
https://www.facebook.com/houna.tounes2021/posts/117853870479283
https://www.facebook.com/Tunisiepolitique2011/posts/4393945677290573
https://www.facebook.com/a5barlive15/posts/207028561266402
https://www.elkhabartunisie.com/index.php/2013-11-20-22-49-26/2013-11-20-22-50-46/latin-america/item/4349-2021-06-01-10-13-46",,"https://www.universnews.tn/ar/%D8%AE%D8%A7%D8%B5-%D9%81%D9%8A-%D8%A7%D9%86%D8%AA%D8%B8%D8%A7%D8%B1-%D8%AA%D8%B7%D9%88%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D8%A3%D9%8A%D8%A7%D9%85-%D8%A7%D9%84%D9%82%D8%A7%D8%AF%D9%85%D8%A9/
https://www.alaraby.co.uk/%D8%A7%D9%84%D8%BA%D9%86%D9%88%D8%B4%D9%8A-%D8%B2%D9%8A%D8%A7%D8%B1%D8%AA%D9%8A-%D8%A5%D9%84%D9%89-%D8%AA%D8%B1%D9%83%D9%8A%D8%A7-%D8%A8%D8%B5%D9%81%D8%AA%D9%8A-%D8%A7%D9%84%D8%AD%D8%B2%D8%A8%D9%8A%D8%A9-%D9%88%D8%B9%D9%84%D9%89-%D9%86%D9%81%D9%82%D8%AA%D9%8A-%D8%A7%D9%84%D8%AE%D8%A7%D8%B5%D8%A9
https://legal-agenda.com/%D8%A3%D8%B3%D8%A6%D9%84%D8%A9-%D8%AD%D9%88%D9%84-%D8%B5%D9%84%D8%A7%D8%AD%D9%8A%D8%A7%D8%AA-%D8%B1%D8%A6%D9%8A%D8%B3-%D8%A7%D9%84%D8%A8%D8%B1%D9%84%D9%85%D8%A7%D9%86-%D8%A7%D9%84%D8%AA%D9%88%D9%86/
https://ar.businessnews.com.tn/%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D9%83%D8%B1%D9%8A%D9%85+%D8%A7%D9%84%D9%87%D8%A7%D8%B1%D9%88%D9%86%D9%8A+%3A+%D8%B1%D8%A6%D8%A7%D8%B3%D8%A9+%D8%A7%D9%84%D8%AC%D9%85%D9%87%D9%88%D8%B1%D9%8A%D8%A9+%D8%B3%D8%B9%D8%AA+%D8%A7%D9%84%D9%89+%D8%AA%D8%B9%D8%B7%D9%8A%D9%84+%D8%B2%D9%8A%D8%A7%D8%B1%D8%A9+%D8%B1%D8%A6%D9%8A%D8%B3+%D8%A7%D9%84%D8%AD%D9%83%D9%88%D9%85%D8%A9+%D8%A7%D9%84%D9%89+%D9%82%D8%B7%D8%B1+,534,19504,3
https://alyaoum24.com/1507050.html
https://www.constituteproject.org/constitution/Tunisia_2014.pdf?lang=ar
https://www.facebook.com/wassim.dalil.3
https://www.facebook.com/Tunisie.arp","تبون
قيس سعيد
عبد المجيد تبون
راشد الغنوشي",فيسبوك,,,"مسبار
رجب طيب أردوغان
الغنوشي
فايز السراج
خالد مجاهد
للغنوشي
وسيم الخضراوي
قيس سعيد
عبد المجيد تبون
راشد الغنوشي","تونس نيوز
المجلس الشعبي الوطني
فيسبوك","المغرب
الجزائر
تونس
المغرب العربي
والجزائر
الوطية
وليبيا",
https://misbar.com/factcheck/2021/07/12/لم-يحل-جهاز-الأمن-العام-الليبي,لم يُحلّ جهاز الأمن العام الليبي,12 يوليو 2021,سياسة,زائف,,,,"https://aac-news.com/%D8%A8%D8%B9%D8%AF-%D8%A3%D9%8A%D8%A7%D9%85-%D9%85%D9%86-%D9%82%D8%B5%D9%81-%D9%85%D9%82%D8%B1%D9%87-%D9%82%D8%B1%D8%A7%D8%B1-%D8%A8%D8%AD%D9%84-%D8%AC%D9%87%D8%A7%D8%B2-%D8%A7%D9%84%D8%A3%D9%85%D9%86-%D8%A7%D9%84%D8%B0%D9%8A-%D9%8A%D9%82%D9%88%D8%AF-%D8%A7%D9%84%D8%A5%D8%B1%D9%87%D8%A7%D8%A8%D9%8A-%D8%B9%D9%85%D8%A7%D8%AF-%D8%A7%D9%84%D8%B7%D8%B1%D8%A7%D8%A8%D9%84%D8%B3%D9%8A
https://www.facebook.com/Tripoli.efr/posts/1290424908043114
https://www.facebook.com/312525066278567/posts/899532727577795
https://www.facebook.com/102151975285537/posts/176944221139645
https://www.facebook.com/111756940230730/posts/577442430328843",,"https://www.aa.com.tr/ar/%D8%A7%D9%84%D8%AF%D9%88%D9%84-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9/%D8%A7%D9%84%D9%85%D8%AC%D9%84%D8%B3-%D8%A7%D9%84%D8%B1%D8%A6%D8%A7%D8%B3%D9%8A-%D8%A7%D9%84%D9%84%D9%8A%D8%A8%D9%8A-%D9%8A%D9%83%D9%84%D9%81-%D8%AD%D8%B3%D9%8A%D9%86-%D8%A7%D9%84%D8%B9%D8%A7%D8%A6%D8%A8-%D8%A8%D9%85%D9%87%D8%A7%D9%85-%D8%B1%D8%A6%D9%8A%D8%B3-%D8%A7%D9%84%D9%85%D8%AE%D8%A7%D8%A8%D8%B1%D8%A7%D8%AA/2231631
https://pm.gov.ly/pm/index.php
https://www.facebook.com/Media.PC.Libya/","محمد المنفي
عماد الطرابلسي
عبد الحميد الدبيبة",,,,"حسين محمد خليفة العائب
عماد الطرابلسي",,"ليبيا
تونس",
https://misbar.com/factcheck/2022/01/23/الدبيبة-لم-يصرح-بصرف-رواتب-شهرية-للشباب-ودفع-30-ألف-للعائلات-من-حصة-النفط,الدبيبة لم يصرّح بصرف رواتب شهرية للشباب ودفع 30 ألفًا للعائلات من حصة النفط,23 يناير 2022,أخبار,زائف,,,,"https://www.facebook.com/105768611721644/posts/239628431668994
https://www.facebook.com/103499218903246/posts/103500348903133
https://www.facebook.com/Qalam.al.qaed.3THD/posts/472602481134452
https://www.facebook.com/109764481468170/posts/147381571039794
https://www.facebook.com/111092171253200/posts/161690922859991
https://www.facebook.com/111844667184153/posts/480659430302673
https://www.facebook.com/101696025289388/posts/357473696378285
https://www.facebook.com/100051250345896/posts/438155721236102",,"https://www.facebook.com/Abdulhamidaldbaiba
https://twitter.com/Dabaibahamid
https://www.facebook.com/pmGNUmedia
https://www.facebook.com/HAMUDA
https://www.facebook.com/Ministry.of.social.affairs/posts/2605419816268445
https://www.facebook.com/LibyanGovernment/posts/4832885870164814
https://www.facebook.com/HAKOMITNA/videos/659197775115940/",عبد الحميد الدبيبة,فيسبوك,,دينار,"عبد الحميد الدبيبة
حمودة
محمد حمودة
الدبيبة
لعبد الحميد الدبيبة",فيسبوك,,مسبار
https://misbar.com/factcheck/2021/07/22/الجزائري-مرغوب-لم-يكتشف-وفريقه-حلا-للسرطان-بل-علاجا-لتعزيز-المناعة-ضده-في-التجاويف,عبد الحميد الدبيبة لم يُصرّح أنّ حركة النهضة أغرقت ليبيا بالإرهابيين,10 سبتمبر 2021,سياسة,زائف,,,,"https://www.facebook.com/contreint/posts/2889743114674287
https://www.facebook.com/groups/revolution25juillet/posts/1653667728167747/
https://www.facebook.com/www.mak.org/posts/1052520792157243
https://twitter.com/YassoZawchi/status/1436038443558178816
https://twitter.com/OuerfelliFathi2/status/1436087099707510795",,"https://www.facebook.com/Abdulhamid-Aldabaiba-عبدالحميد-الدبيبة-106778875050827/
https://www.facebook.com/pmGNUmedia/posts/235497855255947
https://www.facebook.com/Presidence.tn/posts/4607863969271624
https://www.aa.com.tr/ar/الدول-العربية/ليبيا-الدبيبة-يعتزم-زيارة-تونس-للقاء-الرئيس-سعيد-الخميس-/2359034
https://www.diplomatie.gov.tn/ar/مركز-الإعلام-والاتصال/المستجدات/التفاصيل/?tx_news_pi1%5Bnews%5D=2901&cHash=a341ee9f145d2b5530313281a018d5fa
https://www.facebook.com/HAKOMITNA/posts/176493481198522
https://www.facebook.com/HAKOMITNA/posts/207639078083962",عبد الحميد الدّبيبة,,ليبيا,,"قيس
عثمان الجرندي
عبد الحميد",,"ليبيا
تونس",
https://misbar.com/factcheck/2023/09/12/الفيديو-قديم-وليس-لوصول-إعصار-دانيال-إل-مرس-مطروح-في-مصر,الفيديو قديم وليس لوصول إعصار دانيال إلى مرسى مطروح في مصر,12 سبتمبر 2023,أخبار,مضلل,,,,"https://www.tiktok.com/@v11zn/video/7277860285392719110?_t=8fcydvFVPT4&_r=1
https://twitter.com/AlJookar2010/status/1701300013513552370?s=20
https://twitter.com/nostrdamos_/status/1701514648191709285?s=20
https://twitter.com/loaee4040/status/1701518445660049731?s=20",,"https://www.youtube.com/watch?v=COiRbe5bUOU
https://www.youtube.com/watch?v=cY8zCj2DoRA
https://www.facebook.com/Alex.Gov.Eg/posts/695149529304433?ref=embed_post
https://www.almasryalyoum.com/news/details/2979070
https://arabic.cnn.com/middle-east/article/2023/09/11/egypt-hurricane-daniel
https://www.alaraby.co.uk/society/%D8%A7%D9%84%D8%B9%D8%A7%D8%B5%D9%81%D8%A9-%D8%AF%D8%A7%D9%86%D9%8A%D8%A7%D9%84-%D8%AA%D8%AD%D8%AC%D8%A8-%D8%A7%D9%84%D8%A8%D8%AD%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9-%D9%88%D8%AA%D8%AB%D9%8A%D8%B1-%D8%A7%D9%84%D8%A3%D8%AA%D8%B1%D8%A8%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D8%A9
https://gate.ahram.org.eg/News/4549229.aspx
https://www.theguardian.com/world/2023/sep/12/libya-floods-death-toll-dams-burst
https://www.youtube.com/watch?v=TcnyPr-stXg&ab_channel=AlJazeeraArabic%D9%82%D9%86%D8%A7%D8%A9%D8%A7%D9%84%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9",,"وإكس
تيك توك","مرسى مطروح
والإسكندرية
مصر",دانيال,"دانيال
منار غانم
محمد المنفي",الهيئة,"وسيوة
وبنغازي
درنة
مطروح
مرسى
مصروأشارت
مصر
مصرإعصار
مرسى مطروحعاصفة
مرسى مطروح
الإسكندريةلعاصفة
الضبعة
ليبيا
القاهرة
الإسكندرية
مصرجاء
ليبيااجتاح",دانيال
https://misbar.com/factcheck/2020/12/29/الصور-ليست-لشحنة-مسدسات-ضبطت-في-مصر-قبل-احتفالات-رأس-السنة,الصور ليست لشحنة مسدسات ضُبطت في مصر قبل احتفالات رأس السنة,30 ديسمبر 2020,أخبار,مضلل,,,,"https://twitter.com/omomar25123549/status/1340774095789694976
https://twitter.com/cwDqJz3957oQ0bH/status/1340932148308668417
https://www.facebook.com/mizoxxamrmo/posts/396224574985536
https://www.facebook.com/pharaoh.IT/posts/2951488818412866",,"https://www.masrawy.com/news/news_publicaffairs/details/2019/1/7/1492556/%D9%84%D9%8A%D8%A8%D9%8A%D8%A7-%D8%B6%D8%A8%D8%B7-%D9%85%D8%A6%D8%A7%D8%AA-%D8%A7%D9%84%D8%B5%D9%86%D8%A7%D8%AF%D9%8A%D9%82-%D8%AA%D8%AD%D9%88%D9%8A-%D8%A3%D8%B3%D9%84%D8%AD%D8%A9-%D8%AA%D8%B1%D9%83%D9%8A%D8%A9-%D8%AF%D8%A7%D8%AE%D9%84-%D8%AD%D8%A7%D9%88%D9%8A%D8%A9-%D8%A8%D9%85%D9%8A%D9%86%D8%A7%D8%A1-%D9%85%D8%B5%D8%B1%D8%A7%D8%AA%D8%A9
http://www.scoopinfo.net/articles/11603/
https://www.sarayanews.com/article/525966
https://www.sudanakhbar.com/743240
https://www.facebook.com/MoiEgy/
https://al-ain.com/article/libyan-shipment-pistols-turkish-misurata
https://www.skynewsarabia.com/middle-east/1215900-سفينة-موت-تركية-جديدة-ليبيا
http://www.radiotataouine.tn/%D9%84%D9%8A%D8%A8%D9%8A%D8%A7-%D8%B6%D8%A8%D8%B7-20-%D8%A3%D9%84%D9%81-%D9%85%D8%B3%D8%AF%D8%B3-%D8%AA%D8%B1%D9%83%D9%8A-%D9%85%D9%87%D8%B1%D8%A8%D8%A9-%D8%A8%D8%B4%D8%AD%D9%86%D8%A9-%D8%A3%D9%84/",,,مصر,,علاء الصباغ,فيسبوك,"مصراتة
العراق
القضارف
مصر",
